no,caseid,season,vq1,vq1a,vq1b,vq1c,vq1d,vq1e,vq2,vq17,vq17a_1,vq17a_2,vq17a_3,vq17a_4,vq17a_5,vq17a_6,vq17a_7,vq17a_8,vq17a_9,vq17a_10,vq17a_11,vq17a_12,vq17a_13,vq17a1_1,vq17a1_2,vq17a1_3,vq17a2_1,vq17a2_2,vq17a2_3,vq17a2_4,vq17a3_1,vq17a3_2,vq17a3_3,vq17a3_4,vq17a4_1,vq17a4_2,vq17a4_3,vq17a4_4,vq17a5_1,vq17a5_2,vq17a5_3,vq17a6_1,vq17a6_2,vq17a6_3,vq17a6_4,vq17a6_5,vq17a7_1,vq17a7_2,vq17a7_3,vq17a8_1,vq17a8_2,vq17a8_3,vq17a8_4,vq17a8_5,vq17a9_1,vq17a9_2,vq17a9_3,vq17a10_1,vq17a10_2,vq17a11_1,vq17a11_2,vq17a11_3,vq17a11_4,vq17a12_1,vq17a12_2,vq17a13_1,vq17a13_2,vq18,vq19,vq20,vb1,vb2,vb3,vb4,vb5,vb6,vb7,q32,q33,weight
11389,76105483,3,1,0,0,0,0,1, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,11,3,13,4,3,1,2,1,0,0.774553389
11399,76105637,3,1,1,0,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,10,3,13,2,2,2,1,1,0,0.656785969
11404,76105666,3,4,4,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,7,3,5,2,5,3,2,1,0,0.693112374
11407,76105759,3,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,11,3,13,2,5,2,2,1,0,0.81374293
11419,76105908,3,3,3,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,8,3,5,2,6,3,2,1,0,0.693112374
11431,76106189,3,1,1,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,2,3,14,1,2,1,1,1,0,1.67487759
11432,76106190,3,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,2,3,14,1,1,3,2,1,0,2.102086075
11445,76106555,3,1,0,0,0,1,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,8,3,5,2,6,3,2,1,1,0.693112374
11449,76106619,3,5,5,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,8,3,13,2,2,1,1,1,0,0.98900987
11451,76106661,3,1,1,0,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,0, ,8,3,13,2,3,2,2,1,0,0.711525014
11452,76106662,3,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,2,3,14,1,1,3,1,1,0,1.714085265
11454,76106683,3,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,11,3,13,2,6,2,1,1,0,0.866258951
11465,76106926,3,3,1,2,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,6,3,5,2,5,1,2,1,0,0.877646709
11467,76106992,3,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2,6,3,5,1,5,1,2,1,1,0.877646709
11469,76107001,3,1,0,1,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,2,3,14,1,1,1,1,1,0,1.67487759
11477,76107124,3,1,1,0,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,1,2,9,2,13,4,4,3,2,1,1,0.569255364
11491,76107316,3,1,1,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,9,2,13,2,5,1,2,1,0,0.556234321
11493,76107344,3,0,0,0,0,0,0,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,2,2,14,1,1,3,1,0,0,1.714085265
11500,76107439,3,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,7,3,4,2,7,3,1,0,0,1.012161877
11512,76107684,3,1,0,1,0,0,0, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,0, ,11,3,13,2,3,1,1,1,1,0.824540259
11518,76107851,3,5,0,4,1,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,8,3,5,2,6,3,2,1,0,0.693112374
11527,76107970,3,1,0,0,1,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,8,3,4,2,7,1,1,1,0,0.98900987
11535,76108105,3,2,2,0,0,0,0, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,2,3,14,1,1,2,1,1,0,1.759620211
11543,76108224,3,1,1,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,0, ,7,3,5,2,5,2,1,1,0,1.039050117
11554,76108477,3,1,0,1,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,10,3,13,2,4,1,1,1,1,0.625155414
11560,76108569,3,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,10,3,13,2,6,1,2,1,0,0.560481982
11567,76108702,3,1,1,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,2,2,14,1,2,3,1,1,0,1.714085265
11568,76108708,3,1,0,1,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,11,3,13,2,5,3,1,1,0,0.843842151
11570,76108732,3,1,1,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,8,3,4,2,7,2,1,1,0,1.039050117
11575,76108926,3,0,0,0,0,0,0,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,0, ,9,3,5,1,6,2,2,1,0,0.584377723
11579,76108997,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,10,3,13,2,2,2,2,1,0,0.588840301
11583,76109028,3,1,0,1,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,9,3,13,4,1,3,2,1,1,0.569255364
11603,76109392,3,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,0, ,8,3,4,2,7,2,1,1,1,1.039050117
11604,76109397,3,3,0,1,1,1,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,2,3,14,1,2,2,2,1,0,2.157928323
11608,76109456,3,1,0,1,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,6,2,4,2,7,1,1,1,0,1.348517125
11616,76109570,3,1,0,0,1,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,2,2,8,3,5,2,5,1,2,1,1,0.677258247
11629,76109970,3,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,2,1,11,3,13,2,2,1,2,1,1,0.774553389
11635,76110142,3,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,10,3,13,2,5,1,2,1,0,0.560481982
11638,76110172,3,2,2,0,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,11,3,13,2,2,7,1,1,0,0.980801237
11639,76110182,3,1,0,0,0,1,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,10,2,13,2,5,1,2,1,0,0.560481982
11650,76110427,3,1,1,0,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,8,2,13,1,2,3,1,1,0,1.012161877
11652,76110440,3,5,5,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,1,2,14,1,2,1,1,1,0,5.045721224
11665,76110768,3,3,3,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,5,3,4,2,6,18,1,1,0,1.60790301
11670,76110874,3,1,0,1,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,10,3,13,2,5,1,2,1,1,0.560481982
11672,76110884,3,1,0,0,0,0,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,0, ,2,3,14,1,2,1,1,1,1,1.67487759
11682,76111047,3,1,0,1,0,0,0, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,11,2,13,2,5,3,1,1,0,0.843842151
11687,76111147,3,1,0,0,0,0,1, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,1,2,14,1,2,3,2,1,0,3.48430947
11688,76111152,3,1,1,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,9,3,13,2,2,1,1,1,0,0.723880618
11690,76111179,3,1,0,0,1,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,1,2,8,3,13,4,5,2,1,1,1,1.039050117
11695,76111218,3,1,0,0,1,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,10,3,13,2,6,3,1,1,1,0.63978985
11698,76111299,3,1,1,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,0, ,7,3,5,2,6,3,2,1,0,0.693112374
11722,76111827,3,1,1,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,2,3,14,1,2,3,1,1,0,1.714085265
11727,76111951,3,1,0,0,1,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,11,3,13,2,1,2,1,1,1,0.866258951
11729,76111966,3,3,1,2,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,11,3,13,2,6,1,1,1,0,0.824540259
11730,76112000,3,2,1,0,0,1,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,2,3,14,1,3,2,2,1,0,2.157928323
11736,76112131,3,1,0,1,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,1,2,10,2,13,2,2,1,1,1,1,0.625155414
11745,76112284,3,10,8,1,0,0,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,0, ,1,2,14,1,1,3,1,1,0,5.163837914
11747,76112351,3,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,2,3,14,1,1,1,2,0,0,2.05400334
11752,76112449,3,2,0,0,2,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,2,2,14,1,1,1,2,1,0,2.05400334
11760,76112663,3,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,0, ,2,2,14,1,2,1,1,1,0,1.67487759
11768,76112803,3,1,1,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,7,3,5,1,5,2,2,1,1,0.711525014
11775,76112941,3,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,5,3,5,1,5,1,2,0,1,1.225845831
11781,76113179,3,1,1,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,2,3,14,1,2,3,2,1,0,2.102086075
11804,76113636,3,2,1,1,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,9,2,13,2,4,18,2,1,1,0.568001399
11808,76113690,3,3,2,0,0,1,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,9,2,5,2,6,3,2,1,0,0.569255364
11812,76113710,3,1,1,0,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,8,2,4,4,7,1,1,1,0,0.98900987
11818,76113835,3,1,0,0,0,0,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,11,2,13,2,2,3,2,1,0,0.792685124
11855,76114896,3,3,3,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,0, ,8,3,4,1,7,3,2,1,0,0.693112374
11879,76115390,3,1,1,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,10,3,13,4,1,3,2,1,0,0.573602461
11891,76115898,3,2,2,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,6,3,5,1,6,1,2,1,0,0.877646709
11900,76116181,3,2,0,2,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,6,3,4,2,7,2,2,1,1,0.922052391
11916,76116613,3,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,2,3,14,1,1,1,2,1,0,2.05400334
11920,76116731,3,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,1,2,8,3,5,2,5,1,2,1,1,0.677258247
11925,76116884,3,0,0,0,0,0,0,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,8,2,4,2,4,3,1,1,0,1.012161877
11928,76117003,3,4,1,3,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,10,3,13,2,5,1,1,1,0,0.625155414
11931,76117068,3,3,2,1,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,9,2,4,2,7,3,2,1,1,0.569255364
11932,76117070,3,4,2,2,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,9,3,13,2,5,1,1,1,0,0.723880618
11935,76117158,3,1,1,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,11,2,13,2,4,1,1,1,0,0.824540259
11936,76117222,3,1,0,1,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,0, ,8,3,4,1,6,2,2,1,0,0.711525014
11944,76117446,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,10,2,13,2,1,1,1,0,0,0.625155414
11949,76117522,3,3,2,1,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,11,3,13,4,2,2,2,1,1,0.81374293
11950,76117534,3,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,7,2,4,2,6,7,1,0,0,1.176439953
11953,76117635,3,1,1,0,0,0,0, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,8,3,5,2,6,3,2,1,1,0.693112374
11957,76117740,3,5,5,0,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,0, ,9,3,13,2,5,1,1,1,0,0.723880618
11964,76117828,3,1,0,1,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,2,13,4,5,3,2,1,0,0.792685124
11975,76118330,3,1,1,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,10,3,13,1,4,2,2,1,0,0.588840301
11981,76118453,3,2,1,1,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,9,2,13,2,1,3,1,1,1,0.74082614
11983,76118502,3,1,0,1,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,1,1,11,3,13,4,2,3,1,1,1,0.843842151
12048,76120107,3,1,0,1,0,0,0, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,5,3,4,2,5,18,2,1,1,1.25177847
12055,76120266,3,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,8,2,13,3,5,2,1,1,1,1.039050117
12069,76120609,3,5,4,1,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,1,2,6,3,5,2,6,1,2,1,1,0.877646709
12073,76120802,3,2,2,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,10,3,13,4,7,1,2,1,0,0.560481982
12091,76121183,3,2,0,1,1,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,8,3,4,2,6,2,1,1,1,1.039050117
12092,76121276,3,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,8,3,5,2,6,1,2,0,0,0.677258247
12096,76121358,3,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,3,13,2,6,2,2,1,0,0.81374293
12098,76121387,3,6,6,0,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,9,3,13,2,1,1,2,1,0,0.556234321
12105,76121658,3,4,4,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,10,3,13,2,4,2,2,1,1,0.588840301
12108,76121729,3,8,8,0,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,11,3,13,4,5,3,2,1,0,0.792685124
12114,76121947,3,1,1,0,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,10,2,13,2,2,2,1,1,0,0.656785969
12133,76122393,3,4,0,0,1,0,3, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,10,3,13,2,5,1,1,1,0,0.625155414
12141,76122547,3,2,2,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,2,3,14,1,1,2,1,1,0,1.759620211
12163,76123145,3,3,0,3,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,0, ,7,3,5,2,5,1,2,1,0,0.677258247
12189,76123741,3,1,1,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,0, ,10,3,13,2,5,7,2,1,0,0.666700523
12211,76124408,3,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,1,1,10,3,13,2,4,3,1,1,1,0.63978985
12212,76124447,3,2,0,2,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,9,3,13,2,6,1,2,1,0,0.556234321
12219,76124574,3,6,5,1,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,11,3,13,2,2,3,1,1,1,0.843842151
12221,76124599,3,1,0,1,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,0, ,6,3,5,2,6,1,2,1,0,0.877646709
12233,76125026,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,3,13,1,4,2,1,0,0,0.866258951
12238,76125206,3,0,0,0,0,0,0,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,7,3,5,2,6,3,2,1,0,0.693112374
12244,76125437,3,1,0,0,0,1,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,0, ,1,2,14,1,1,1,2,1,0,3.404610008
12245,76125443,3,3,3,0,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,8,3,13,2,1,3,2,1,0,0.693112374
12249,76125541,3,1,0,1,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,1,1,11,3,13,3,3,3,1,1,1,0.843842151
12259,76125857,3,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,0, ,8,3,13,2,6,1,1,1,0,0.98900987
12264,76125962,3,1,0,0,1,0,0, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,8,3,13,3,2,1,1,1,0,0.98900987
12276,76126378,3,6,2,2,2,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,2,2,11,3,13,2,2,1,1,1,1,0.824540259
12279,76126540,3,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,2,3,14,1,1,1,1,1,0,1.67487759
12290,76126984,3,1,1,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,2,13,2,4,1,1,1,0,0.824540259
12291,76127075,3,12,0,0,12,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,2,13,2,4,1,1,1,0,0.824540259
12294,76127147,3,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,2,3,14,1,1,7,1,1,0,1.992288422
